inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 60; mutation_prob = 0.1; crossover_prob = 0.0 , 0.45745476 , 0
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 40; mutation_prob = 0.1; crossover_prob = 0.8 , 0.2231422 , 0.52
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 40; mutation_prob = 0.1; crossover_prob = 0.9 , 0.21028892 , 0.6
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 40; mutation_prob = 0.1; crossover_prob = 0.4 , 0.22476076 , 0.64
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 40; mutation_prob = 0.1; crossover_prob = 0.6 , 0.2329162 , 0.72
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 40; mutation_prob = 0.1; crossover_prob = 0.7 , 0.20713632 , 0.84
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 40; mutation_prob = 0.1; crossover_prob = 1.0 , 0.22340356 , 1
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 40; mutation_prob = 0.1; crossover_prob = 0.8 , 0.22156128 , 1.08
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 40; mutation_prob = 0.1; crossover_prob = 1.0 , 0.21783596 , 1.16
inputfile = ssp_20.txt; selection = tournament_selection; crossover = two; population_size = 60; mutation_prob = 0.0; crossover_prob = 0.5 , 0.038105584 , 1.2
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 40; mutation_prob = 0.1; crossover_prob = 0.4 , 0.2162252 , 1.4
inputfile = ssp_20.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 0.0; crossover_prob = 1.0 , 0.03708934 , 1.48
inputfile = ssp_20.txt; selection = tournament_selection; crossover = two; population_size = 60; mutation_prob = 0.0; crossover_prob = 0.3 , 0.037323012 , 1.6
inputfile = ssp_20.txt; selection = tournament_selection; crossover = two; population_size = 60; mutation_prob = 0.0; crossover_prob = 0.8 , 0.039089616 , 1.72
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 20; mutation_prob = 0.1; crossover_prob = 0.0 , 0.077914992 , 1.88
inputfile = ssp_20.txt; selection = tournament_selection; crossover = two; population_size = 60; mutation_prob = 0.0; crossover_prob = 0.7 , 0.037948416 , 2
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 60; mutation_prob = 0.0; crossover_prob = 0.7 , 0.43944428 , 2
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 60; mutation_prob = 0.0; crossover_prob = 0.8 , 0.44625564 , 2.08
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 60; mutation_prob = 0.0; crossover_prob = 1.0 , 0.4422264 , 2.08
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 60; mutation_prob = 0.0; crossover_prob = 1.0 , 0.45156708 , 2.16
inputfile = ssp_20.txt; selection = tournament_selection; crossover = two; population_size = 40; mutation_prob = 0.0; crossover_prob = 0.5 , 0.028578312 , 2.24
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 20; mutation_prob = 0.1; crossover_prob = 0.4 , 0.078673956 , 2.28
inputfile = ssp_20.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 0.0; crossover_prob = 0.4 , 0.039030432 , 2.32
inputfile = ssp_20.txt; selection = tournament_selection; crossover = two; population_size = 40; mutation_prob = 0.0; crossover_prob = 1.0 , 0.028899488 , 2.36
inputfile = ssp_20.txt; selection = tournament_selection; crossover = two; population_size = 60; mutation_prob = 0.0; crossover_prob = 1.0 , 0.037034156 , 2.36
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 20; mutation_prob = 0.1; crossover_prob = 0.2 , 0.082811464 , 2.36
inputfile = ssp_20.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 0.0; crossover_prob = 0.5 , 0.037555684 , 2.44
inputfile = ssp_20.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 0.0; crossover_prob = 0.9 , 0.037505532 , 2.44
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 60; mutation_prob = 0.0; crossover_prob = 0.6 , 0.44747984 , 2.52
inputfile = ssp_20.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 0.0; crossover_prob = 0.7 , 0.037171928 , 2.52
inputfile = ssp_20.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 0.0; crossover_prob = 0.8 , 0.038043036 , 2.52
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 40; mutation_prob = 0.0; crossover_prob = 0.7 , 0.2166768 , 2.56
inputfile = ssp_20.txt; selection = tournament_selection; crossover = two; population_size = 60; mutation_prob = 0.0; crossover_prob = 0.4 , 0.036770728 , 2.6
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 60; mutation_prob = 0.2; crossover_prob = 0.5 , 0.43781960000000003 , 2.6
inputfile = ssp_20.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 0.0; crossover_prob = 0.6 , 0.038055976 , 2.64
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 60; mutation_prob = 0.0; crossover_prob = 0.7 , 0.43153732 , 2.64
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 20; mutation_prob = 0.1; crossover_prob = 0.9 , 0.080618352 , 2.64
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 60; mutation_prob = 0.0; crossover_prob = 0.9 , 0.44007556000000003 , 2.76
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 40; mutation_prob = 0.0; crossover_prob = 0.9 , 0.21485904 , 2.76
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 60; mutation_prob = 0.0; crossover_prob = 0.9 , 0.43768848 , 2.76
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 40; mutation_prob = 0.0; crossover_prob = 1.0 , 0.22255988 , 2.76
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 60; mutation_prob = 0.0; crossover_prob = 0.4 , 0.44156084 , 2.8
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 60; mutation_prob = 0.0; crossover_prob = 0.5 , 0.4414846 , 2.8
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 60; mutation_prob = 0.0; crossover_prob = 0.8 , 0.4386542 , 2.8
inputfile = ssp_20.txt; selection = tournament_selection; crossover = two; population_size = 40; mutation_prob = 0.0; crossover_prob = 0.9 , 0.031650712 , 2.8
inputfile = ssp_20.txt; selection = tournament_selection; crossover = one; population_size = 40; mutation_prob = 0.0; crossover_prob = 0.9 , 0.029479616 , 2.88
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 60; mutation_prob = 0.0; crossover_prob = 0.5 , 0.43598912 , 2.92
inputfile = ssp_20.txt; selection = tournament_selection; crossover = two; population_size = 40; mutation_prob = 0.0; crossover_prob = 0.7 , 0.028998576 , 2.96
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 20; mutation_prob = 0.1; crossover_prob = 0.8 , 0.083011856 , 3
inputfile = ssp_20.txt; selection = tournament_selection; crossover = one; population_size = 40; mutation_prob = 0.0; crossover_prob = 0.8 , 0.029957123999999998 , 3.04
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 60; mutation_prob = 0.2; crossover_prob = 0.0 , 0.45498428 , 3.12
inputfile = ssp_20.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 0.0; crossover_prob = 0.3 , 0.037673372 , 3.16
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 40; mutation_prob = 0.0; crossover_prob = 0.9 , 0.21069276 , 3.16
inputfile = ssp_20.txt; selection = tournament_selection; crossover = two; population_size = 40; mutation_prob = 0.0; crossover_prob = 0.6 , 0.028926336 , 3.2
inputfile = ssp_20.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 0.1; crossover_prob = 0.3 , 0.036901424 , 3.24
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 40; mutation_prob = 0.0; crossover_prob = 1.0 , 0.21453132 , 3.32
inputfile = ssp_20.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 0.1; crossover_prob = 1.0 , 0.038318032 , 3.32
inputfile = ssp_20.txt; selection = tournament_selection; crossover = one; population_size = 40; mutation_prob = 0.0; crossover_prob = 0.7 , 0.029039016 , 3.36
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 20; mutation_prob = 0.1; crossover_prob = 0.3 , 0.083933512 , 3.4
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 60; mutation_prob = 0.2; crossover_prob = 0.2 , 0.44128356 , 3.4
inputfile = ssp_20.txt; selection = tournament_selection; crossover = two; population_size = 60; mutation_prob = 0.1; crossover_prob = 0.1 , 0.039066988000000004 , 3.44
inputfile = ssp_20.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 0.1; crossover_prob = 0.6 , 0.038391252 , 3.44
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 60; mutation_prob = 0.2; crossover_prob = 0.6 , 0.42946432 , 3.48
inputfile = ssp_20.txt; selection = tournament_selection; crossover = two; population_size = 60; mutation_prob = 0.0; crossover_prob = 0.9 , 0.036793352 , 3.52
inputfile = ssp_20.txt; selection = tournament_selection; crossover = two; population_size = 60; mutation_prob = 0.1; crossover_prob = 0.6 , 0.037214068 , 3.52
inputfile = ssp_20.txt; selection = tournament_selection; crossover = two; population_size = 40; mutation_prob = 0.0; crossover_prob = 0.8 , 0.030958268 , 3.56
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 20; mutation_prob = 0.1; crossover_prob = 0.0 , 0.083158688 , 3.56
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 40; mutation_prob = 0.0; crossover_prob = 0.8 , 0.2125794 , 3.6
inputfile = ssp_20.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 0.1; crossover_prob = 0.0 , 0.038025412 , 3.6
inputfile = ssp_20.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 0.1; crossover_prob = 0.7 , 0.038478512 , 3.6
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 40; mutation_prob = 0.0; crossover_prob = 0.8 , 0.21684664 , 3.68
inputfile = ssp_20.txt; selection = tournament_selection; crossover = one; population_size = 40; mutation_prob = 0.0; crossover_prob = 0.6 , 0.030407404 , 3.72
inputfile = ssp_20.txt; selection = tournament_selection; crossover = two; population_size = 60; mutation_prob = 0.1; crossover_prob = 0.2 , 0.037135048 , 3.76
inputfile = ssp_20.txt; selection = tournament_selection; crossover = one; population_size = 40; mutation_prob = 0.0; crossover_prob = 1.0 , 0.029410592 , 3.8
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 60; mutation_prob = 0.2; crossover_prob = 0.7 , 0.43889756 , 3.8
inputfile = ssp_20.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 0.1; crossover_prob = 0.2 , 0.038832704 , 3.84
inputfile = ssp_20.txt; selection = tournament_selection; crossover = two; population_size = 60; mutation_prob = 0.0; crossover_prob = 0.6 , 0.036869592 , 3.92
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 40; mutation_prob = 0.0; crossover_prob = 0.7 , 0.21370344 , 3.96
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 20; mutation_prob = 0.1; crossover_prob = 0.6 , 0.082651884 , 3.96
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 20; mutation_prob = 0.1; crossover_prob = 0.2 , 0.0788766 , 4
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 20; mutation_prob = 0.1; crossover_prob = 0.3 , 0.083349924 , 4
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 20; mutation_prob = 0.1; crossover_prob = 0.7 , 0.079840396 , 4
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 60; mutation_prob = 0.2; crossover_prob = 0.9 , 0.43398068 , 4
inputfile = ssp_20.txt; selection = tournament_selection; crossover = two; population_size = 40; mutation_prob = 0.0; crossover_prob = 0.4 , 0.029134776 , 4.04
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 20; mutation_prob = 0.1; crossover_prob = 0.6 , 0.078940812 , 4.08
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 60; mutation_prob = 0.0; crossover_prob = 0.3 , 0.43226656 , 4.12
inputfile = ssp_20.txt; selection = tournament_selection; crossover = two; population_size = 40; mutation_prob = 0.1; crossover_prob = 0.3 , 0.028750516 , 4.12
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 20; mutation_prob = 0.1; crossover_prob = 0.5 , 0.082592756 , 4.16
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 40; mutation_prob = 0.0; crossover_prob = 0.5 , 0.21325175999999998 , 4.2
inputfile = ssp_20.txt; selection = tournament_selection; crossover = two; population_size = 40; mutation_prob = 0.1; crossover_prob = 0.0 , 0.028431232 , 4.24
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 60; mutation_prob = 0.0; crossover_prob = 0.4 , 0.44359892 , 4.28
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 60; mutation_prob = 1.0; crossover_prob = 0.4 , 0.40891948 , 4.32
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 60; mutation_prob = 0.0; crossover_prob = 0.6 , 0.44193652 , 4.36
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 20; mutation_prob = 0.1; crossover_prob = 0.1 , 0.081155752 , 4.36
inputfile = ssp_20.txt; selection = tournament_selection; crossover = two; population_size = 60; mutation_prob = 0.1; crossover_prob = 0.3 , 0.038431132 , 4.4
inputfile = ssp_20.txt; selection = tournament_selection; crossover = two; population_size = 60; mutation_prob = 0.1; crossover_prob = 0.7 , 0.036439772 , 4.4
inputfile = ssp_20.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 0.1; crossover_prob = 0.9 , 0.038576112 , 4.48
inputfile = ssp_20.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 0.1; crossover_prob = 0.5 , 0.037574496 , 4.52
inputfile = ssp_20.txt; selection = tournament_selection; crossover = two; population_size = 60; mutation_prob = 0.1; crossover_prob = 0.5 , 0.038900852 , 4.52
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 40; mutation_prob = 0.0; crossover_prob = 0.6 , 0.22430324000000001 , 4.76
inputfile = ssp_20.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 0.1; crossover_prob = 0.8 , 0.038592716 , 4.8
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 60; mutation_prob = 0.0; crossover_prob = 0.2 , 0.45609036 , 4.84
inputfile = ssp_20.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 0.1; crossover_prob = 0.4 , 0.039028268 , 4.84
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 60; mutation_prob = 0.2; crossover_prob = 0.8 , 0.43650476 , 4.88
inputfile = ssp_20.txt; selection = tournament_selection; crossover = one; population_size = 40; mutation_prob = 0.0; crossover_prob = 0.5 , 0.030957784 , 4.96
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 20; mutation_prob = 0.1; crossover_prob = 0.4 , 0.07780036 , 4.96
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 20; mutation_prob = 0.1; crossover_prob = 1.0 , 0.082259372 , 4.96
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 60; mutation_prob = 0.2; crossover_prob = 0.7 , 0.43253292 , 4.96
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 60; mutation_prob = 0.2; crossover_prob = 0.1 , 0.44271592 , 5
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 60; mutation_prob = 0.2; crossover_prob = 0.1 , 0.43024492 , 5.04
inputfile = ssp_20.txt; selection = tournament_selection; crossover = two; population_size = 40; mutation_prob = 0.1; crossover_prob = 0.1 , 0.029306536 , 5.16
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 60; mutation_prob = 0.0; crossover_prob = 0.3 , 0.43005052 , 5.2
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 60; mutation_prob = 0.2; crossover_prob = 0.2 , 0.42586328 , 5.2
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 60; mutation_prob = 0.2; crossover_prob = 0.5 , 0.45283532 , 5.24
inputfile = ssp_20.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 0.2; crossover_prob = 0.6 , 0.03762146 , 5.28
inputfile = ssp_20.txt; selection = tournament_selection; crossover = two; population_size = 60; mutation_prob = 0.0; crossover_prob = 0.2 , 0.036912596 , 5.44
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 60; mutation_prob = 0.2; crossover_prob = 1.0 , 0.44277788 , 5.48
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 40; mutation_prob = 0.0; crossover_prob = 0.4 , 0.22614024 , 5.52
inputfile = ssp_20.txt; selection = tournament_selection; crossover = two; population_size = 60; mutation_prob = 0.1; crossover_prob = 0.0 , 0.036825396 , 5.52
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 20; mutation_prob = 0.1; crossover_prob = 0.8 , 0.083750568 , 5.52
inputfile = ssp_20.txt; selection = tournament_selection; crossover = one; population_size = 40; mutation_prob = 0.1; crossover_prob = 0.0 , 0.03551502 , 5.56
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 60; mutation_prob = 0.2; crossover_prob = 1.0 , 0.43388216 , 5.56
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 20; mutation_prob = 0.1; crossover_prob = 0.9 , 0.08159090399999999 , 5.6
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 20; mutation_prob = 0.1; crossover_prob = 1.0 , 0.081293176 , 5.6
inputfile = ssp_20.txt; selection = tournament_selection; crossover = two; population_size = 60; mutation_prob = 0.1; crossover_prob = 0.8 , 0.03750128 , 5.64
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 60; mutation_prob = 0.2; crossover_prob = 0.3 , 0.42512352 , 5.64
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 60; mutation_prob = 0.0; crossover_prob = 0.2 , 0.4450172 , 5.68
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 60; mutation_prob = 0.2; crossover_prob = 0.4 , 0.42698612 , 5.68
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 40; mutation_prob = 0.0; crossover_prob = 0.5 , 0.21269796 , 5.72
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 60; mutation_prob = 0.2; crossover_prob = 0.4 , 0.4388154 , 5.72
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 40; mutation_prob = 0.2; crossover_prob = 0.6 , 0.21170188 , 5.72
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 60; mutation_prob = 0.2; crossover_prob = 0.6 , 0.43170304 , 5.72
inputfile = ssp_20.txt; selection = tournament_selection; crossover = two; population_size = 40; mutation_prob = 0.1; crossover_prob = 0.8 , 0.029589796 , 5.76
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 20; mutation_prob = 0.1; crossover_prob = 0.5 , 0.082301676 , 5.84
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 60; mutation_prob = 0.3; crossover_prob = 0.3 , 0.41682248 , 5.84
inputfile = ssp_20.txt; selection = tournament_selection; crossover = two; population_size = 20; mutation_prob = 0.0; crossover_prob = 1.0 , 0.020749688 , 5.88
inputfile = ssp_20.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 0.2; crossover_prob = 0.2 , 0.036841352 , 5.96
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 40; mutation_prob = 0.0; crossover_prob = 0.2 , 0.23224212 , 6.08
inputfile = ssp_20.txt; selection = tournament_selection; crossover = two; population_size = 60; mutation_prob = 0.1; crossover_prob = 0.4 , 0.037427928 , 6.12
inputfile = ssp_20.txt; selection = tournament_selection; crossover = one; population_size = 40; mutation_prob = 0.1; crossover_prob = 0.5 , 0.029357728 , 6.12
inputfile = ssp_20.txt; selection = tournament_selection; crossover = two; population_size = 60; mutation_prob = 0.1; crossover_prob = 1.0 , 0.0382518 , 6.12
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 40; mutation_prob = 0.0; crossover_prob = 0.4 , 0.214678 , 6.16
inputfile = ssp_20.txt; selection = tournament_selection; crossover = two; population_size = 40; mutation_prob = 0.1; crossover_prob = 0.6 , 0.029399408 , 6.16
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 60; mutation_prob = 0.2; crossover_prob = 0.0 , 0.45807136 , 6.2
inputfile = ssp_20.txt; selection = tournament_selection; crossover = one; population_size = 40; mutation_prob = 0.0; crossover_prob = 0.3 , 0.029980896 , 6.24
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 20; mutation_prob = 0.0; crossover_prob = 0.8 , 0.078357272 , 6.24
inputfile = ssp_20.txt; selection = tournament_selection; crossover = two; population_size = 60; mutation_prob = 0.2; crossover_prob = 0.0 , 0.037072212 , 6.24
inputfile = ssp_20.txt; selection = tournament_selection; crossover = one; population_size = 40; mutation_prob = 0.1; crossover_prob = 0.2 , 0.031145552 , 6.28
inputfile = ssp_20.txt; selection = tournament_selection; crossover = two; population_size = 40; mutation_prob = 0.1; crossover_prob = 0.7 , 0.029001844 , 6.28
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 40; mutation_prob = 0.2; crossover_prob = 0.5 , 0.21875988 , 6.32
inputfile = ssp_20.txt; selection = tournament_selection; crossover = two; population_size = 60; mutation_prob = 0.2; crossover_prob = 0.6 , 0.037050444 , 6.32
